-5.888328707488345998e-02,1.133011713316624675e-01,-2.761270942990482480e-01,-1.319948998570735776e-01,-1.939945535681363575e-01,-2.245066036856905034e-01,-2.001377158961928915e-01,-1.095692240406997281e-01,-7.628384004804959762e-02,1.197067564844924055e-02,-3.090056192754833328e-02,1.193267211788302251e-01,-1.623626585741285988e-01,2.337610957379091525e-01,-2.902716739980640281e-01,1.092310582631139948e-01,-3.264157075550531972e-02,4.996282744733779313e-02,-2.270026783864426412e-01,-1.930891735121692543e-01
1.577060647113151248e-01,2.593384810469651081e-01,-9.160065600096883864e-02,9.511705228025905956e-02,2.268554010226526141e-01,2.379492803299939063e-01,-2.598599314844813879e-01,-2.893925067485894620e-01,-2.111932913602591610e-01,2.166567041666455917e-01,-2.177476509299947904e-01,-2.960168262841578884e-02,2.769047656205324004e-01,2.456207448787337683e-02,1.071176337517934646e-01,-9.017956520205279436e-02,1.243390557714776912e-01,2.133715910108695823e-01,-2.989548629614744990e-01,1.290202854132688204e-01
2.669341214934179418e-01,1.408347571798052034e-01,-1.100425990836455814e-01,1.505987302379721005e-01,-2.542099478255643308e-01,-5.292594176122186744e-02,2.214610032574695075e-01,-1.403744692089595458e-01,-1.444129734182937885e-01,-2.164151030438938861e-01,-2.627339165590790171e-01,1.218675185404167333e-01,-1.604373801486407014e-01,-1.349374926473878022e-01,1.568847966890538764e-02,-2.433497919809421428e-01,2.583998439825350296e-02,-1.880358096316307459e-01,3.449322102965977216e-02,9.805288056166827637e-02
-2.522847680814437332e-01,-3.307236522077184465e-02,1.340639063742926629e-01,-7.284214613764419810e-02,-2.805938713527429962e-01,2.323622766192557764e-03,1.076211707707390997e-01,-1.076864927032974636e-02,2.352992937765966963e-01,5.647911261733393889e-02,2.604496303579137972e-01,-1.948131698081676799e-01,-2.028218022383287966e-01,1.806858519190984447e-01,-4.269512619936081943e-02,-1.776522704219377635e-01,2.335669437808977900e-01,-6.776728247804093830e-02,1.585473489949655868e-01,1.074345185171704103e-01
2.055128079551117593e-01,8.868174077556609247e-02,1.375766642765234582e-01,-7.598399756901270952e-02,-1.497332806367928648e-01,2.151771621268686596e-01,-2.621875083609315898e-02,2.533016500055338960e-01,1.068888274309516967e-01,9.828230852332868472e-02,-2.396488644752062525e-01,2.808791692766273718e-01,-2.149082565809377204e-02,4.266472317686698101e-02,-3.827388559052510852e-02,-1.357169400485224442e-01,2.200465620074683604e-01,3.917850749930442550e-02,-2.752001173459003303e-01,8.252763583868177877e-02
-9.104903864479473030e-02,3.155314524114567754e-02,2.093955713092641724e-01,-6.729298083644136286e-02,2.263622924351679222e-01,5.801442384037307914e-02,-2.670511018623906718e-01,2.704844588522635207e-01,1.276621499884170174e-01,3.014552315577609942e-01,-2.082984059275301836e-01,-2.230889820398795076e-01,2.430813641851044815e-01,1.032103244190376856e-01,-2.406136787244660125e-01,1.406255563768231132e-01,1.328711831575856706e-01,2.320527113213384507e-01,1.403149999034279116e-01,-2.036528022896680334e-01
-2.624043489317859912e-01,-2.624910170158589184e-01,-2.938723226358128660e-01,-1.310709840008362770e-01,2.039809351127707115e-01,1.549261854882674067e-02,4.783036842981815834e-02,2.198131980098092797e-01,-2.021387447255049430e-01,-1.236240036976904849e-01,3.274273980935142603e-02,2.582557426897990061e-01,2.651122913750074417e-02,-2.875821163130016234e-01,1.817734886739383049e-01,-1.743031640214817435e-01,1.646005044618665814e-01,-8.313001598324230856e-02,2.297758350128878690e-01,1.621839033287193754e-01
5.215805475132005015e-02,-2.080908765475288080e-01,-2.761898258637096593e-01,-2.029414522842399871e-01,-2.446743586840137707e-01,-2.073308688656462506e-01,-1.428439027484573187e-01,1.442383367647143977e-01,5.510915709537168167e-02,-2.844786401473171078e-01,-2.693129692345327952e-01,2.564687391202599143e-01,3.121791029423107849e-02,-1.765791077317817870e-01,-1.656886309830068182e-01,1.246223264396315311e-01,-1.613996566571344882e-01,2.882779453927844168e-02,2.929890747897527792e-01,2.219801688404226814e-01
-1.329028633459614084e-01,-2.085956998541107707e-02,5.002760987825998623e-02,2.152233267593723631e-01,-1.839003496334933874e-01,-2.632175520119310330e-01,-2.633670245394532095e-01,1.145487794602931264e-02,8.729957661352832909e-02,3.473852411896920928e-02,-1.311841617718533248e-01,2.686879703705633560e-01,3.830187160008975689e-02,-7.093018937007927738e-02,1.264503096963024570e-02,1.253935850586285206e-01,1.158047629264573053e-01,-1.590278568558016747e-01,-2.654993553677753582e-01,-5.117890076190946547e-02
9.482085878007132096e-02,-1.859426274268616841e-01,1.573855171861470448e-01,-2.661333561960006477e-01,-1.253943870072338762e-01,1.949889517317846266e-01,-1.953449134731035930e-01,1.005616861860200578e-01,3.245913521511238284e-03,2.224863643059216689e-01,-1.246216744332107607e-01,-2.719083192204120314e-01,1.299676091072277662e-01,1.630705095796568249e-01,2.233248607206813896e-01,2.346019107024074901e-01,-2.684596204167196132e-01,-1.515743487751406715e-01,5.253812074372905122e-02,2.490704241300376598e-01
