0.11708566,0.029743595,0.37258542,0.35577706,0.033895172,-0.49629056,0.186915,-0.07284339,-0.46265528,-0.14116597
-0.43252197,0.34162506,0.11517482,0.025184952,0.025941042,0.4670728,0.3798484,-0.23820865,0.2827394,-0.2503721
-0.003280417,-0.40068784,0.13250722,-0.034192104,0.32861245,-0.13279453,0.3781985,-0.07367148,-0.44718513,0.31564084
-0.39649332,0.59032696,0.29615152,-0.077706605,0.08673517,0.09290264,0.07880359,-0.1803933,0.38519734,-0.111588165
0.23933682,0.27519485,0.49807402,-0.24585201,-0.12028849,-0.32952124,-0.4287658,-0.05058986,-0.27431223,0.5237153
-0.47165373,-0.3986929,-0.43504757,-0.05220324,-0.4986662,0.32992676,-0.46344793,-0.40839994,0.32359162,-0.4408593
0.10437755,0.29358992,-0.43787187,0.3924376,0.35284016,-0.20044707,-0.11214466,0.46966863,0.3703281,-0.36655098
0.48682866,-0.11517367,0.46774828,-0.53158677,0.5703188,-0.5038016,0.17012371,0.17617714,-0.34112725,0.35391673
0.2130891,-0.50007796,0.14175679,0.015424016,0.30444297,-0.014360705,-0.34379253,0.050696444,0.2973158,-0.36914465
0.12787317,0.069128685,-0.08796422,-0.1857572,0.11126259,-0.50957304,-0.28739136,0.30308557,0.11802941,-0.19074178
