Time,acceleration
0.014120448,0.018065
0.014160449,0.04237
0.014200451,0.05849
0.014240452,0.052488
0.014280453,0.031161
0.014320454,0.004015
0.014360456,-0.021216
0.014400457,-0.035553
0.014440458,-0.037652
0.014480459,-0.031556
0.014520461,-0.023038
0.014560462,-0.011684
0.014600463,0.006868
0.014640464,0.021474
0.014680466,0.022824
0.014720467,0.015869
0.014760468,0.003818
0.01480047,-0.003378
0.014840471,0.000321
0.014880472,0.009847
0.014920473,0.016152
0.014960475,0.014267
0.015000476,0.011417
0.015040477,0.008339
0.015080478,-0.003275
0.01512048,-0.021663
0.015160481,-0.037918
0.015200482,-0.049656
0.015240484,-0.045022
0.015280485,-0.022732
0.015320486,0.012633
0.015360487,0.046341
0.015400489,0.06873
0.01544049,0.074713
0.015480491,0.05693
0.015520492,0.024044
0.015560494,-0.014626
0.015600495,-0.050449
0.015640496,-0.074486
0.015680497,-0.097822
0.015720499,-0.077214
0.0157605,-0.032788
0.015800501,0.010786
0.015840503,0.05329
0.015880504,0.085189
0.015920505,0.075725
0.015960506,0.05603
0.016000508,0.029781
0.016040509,-0.003598
0.01608051,-0.037905
0.016120511,-0.055574
0.016160513,-0.054449
0.016200514,-0.034014
0.016240515,-0.014086
0.016280516,0.008572
0.016320518,0.028424
0.016360519,0.026883
0.01640052,0.011178
0.016440522,0.003413
0.016480523,0.001778
0.016520524,-0.009885
0.016560525,-0.012214
0.016600527,-0.004294
0.016640528,0.003327
0.016680529,0.00874
0.01672053,0.014137
0.016760532,0.018378
0.016800533,0.003259
0.016840534,-0.013836
0.016880536,-0.014323
0.016920537,-0.013096
0.016960538,-0.013808
0.017000539,-0.010351
0.017040541,0.001104
0.017080542,0.01321
0.017120543,0.018272
0.017160544,0.023982
0.017200546,0.020205
0.017240547,-0.001308
0.017280548,-0.019026
0.017320549,-0.024735
0.017360551,-0.024436
0.017400552,-0.021291
0.017440553,-0.006212
0.017480555,0.016848
0.017520556,0.028643
0.017560557,0.039245
0.017600558,0.046987
0.01764056,0.027884
0.017680561,-0.007778
0.017720562,-0.038768
0.017760563,-0.057038
0.017800565,-0.06232
0.017840566,-0.051679
0.017880567,-0.020535
0.017920569,0.017939
0.01796057,0.049752
0.018000571,0.079803
0.018040572,0.087797
0.018080574,0.063276
0.018120575,0.020739
0.018160576,-0.021243
0.018200577,-0.054462
0.018240579,-0.073813
0.01828058,-0.07107
0.018320581,-0.064591
0.018360582,-0.021711
0.018400584,0.004313
0.018440585,0.044014
0.018480586,0.066567
0.018520588,0.055025
0.018560589,0.03053
0.01860059,0.014927
0.018640591,0.005958
0.018680593,-0.016948
0.018720594,-0.028389
0.018760595,-0.017575
0.018800596,-0.014711
0.018840598,-0.007446
0.018880599,0.005937
0.0189206,0.008408
0.018960602,-0.008764
0.019000603,-0.027851
0.019040604,-0.02353
0.019080605,-0.007091
0.019120607,2.65E-05
0.019160608,0.018611
0.019200609,0.027522
0.01924061,0.03582
0.019280612,0.034572
0.019320613,0.022049
0.019360614,0.002932
0.019400615,-0.03309
0.019440617,-0.061062
0.019480618,-0.059634
0.019520619,-0.051676
0.019560621,-0.030128
0.019600622,0.003776
0.019640623,0.032611
0.019680624,0.061102
0.019720626,0.068724
0.019760627,0.064044
0.019800628,0.032555
0.019840629,-0.006183
0.019880631,-0.038366
0.019920632,-0.056334
0.019960633,-0.059309
0.020000635,-0.045193
0.020040636,-0.015317
0.020080637,0.013387
0.020120638,0.036678
0.02016064,0.05062
0.020200641,0.046664
0.020240642,0.019532
0.020280643,-0.012096
0.020320645,-0.036416
0.020360646,-0.048601
0.020400647,-0.048384
0.020440648,-0.034153
0.02048065,-0.005888
0.020520651,0.018797
0.020560652,0.042367
0.020600654,0.059311
0.020640655,0.055171
0.020680656,0.033327
0.020720657,0.004809
0.020760659,-0.018194
0.02080066,-0.033375
0.020840661,-0.038592
0.020880662,-0.032852
0.020920664,-0.023532
0.020960665,-0.012384
0.021000666,0.006012
0.021040668,0.021222
0.021080669,0.022955
0.02112067,0.014456
0.021160671,0.003504
0.021200673,-0.001905
0.021240674,0.000248
0.021280675,0.008503
0.021320676,0.014777
0.021360678,0.013366
0.021400679,0.011622
0.02144068,0.009123
0.021480681,-0.0008
0.021520683,-0.018957
0.021560684,-0.038097
0.021600685,-0.049474
0.021640687,-0.043619
0.021680688,-0.022422
0.021720689,0.011215
0.02176069,0.045752
0.021800692,0.066943
0.021840693,0.074021
0.021880694,0.058191
0.021920695,0.027709
0.021960697,-0.013559
0.022000698,-0.051069
0.022040699,-0.074423
0.022080701,-0.096454
0.022120702,-0.07695
0.022160703,-0.032586
0.022200704,0.00784
0.022240706,0.052358
0.022280707,0.084497
0.022320708,0.075451
0.022360709,0.056308
0.022400711,0.026602
0.022440712,-0.003923
0.022480713,-0.040058
0.022520714,-0.055672
0.022560716,-0.053531
0.022600717,-0.033307
0.022640718,-0.012761
0.02268072,0.011477
0.022720721,0.02921
0.022760722,0.025571
0.022800723,0.009896
0.022840725,-0.000348
0.022880726,0.000674
0.022920727,-0.010218
0.022960728,-0.010638
0.02300073,-0.003034
0.023040731,0.006373
0.023080732,0.010885
0.023120734,0.015354
0.023160735,0.020632
0.023200736,0.003147
0.023240737,-0.014576
0.023280739,-0.015284
0.02332074,-0.011992
0.023360741,-0.01232
0.023400742,-0.010706
0.023440744,0.000144
0.023480745,0.01152
0.023520746,0.016658
0.023560747,0.022401
0.023600749,0.019579
0.02364075,-5.06E-05
0.023680751,-0.017958
0.023720753,-0.024181
0.023760754,-0.022152
0.023800755,-0.020514
0.023840756,-0.006997
0.023880758,0.016386
0.023920759,0.027089
0.02396076,0.037409
0.024000761,0.045253
0.024040763,0.029186
0.024080764,-0.005816
0.024120765,-0.039192
0.024160766,-0.057278
0.024200768,-0.063407
0.024240769,-0.053916
0.02428077,-0.021224
0.024320772,0.017858
0.024360773,0.049756
0.024400774,0.07973
0.024440775,0.088781
0.024480777,0.064343
0.024520778,0.021611
0.024560779,-0.021244
0.02460078,-0.054809
0.024640782,-0.073753
0.024680783,-0.084501
0.024720784,-0.058291
0.024760786,-0.025607
0.024800787,0.005445
0.024840788,0.045565
0.024880789,0.064481
0.024920791,0.051578
0.024960792,0.026968
0.025000793,0.010533
0.025040794,0.000711
0.025080796,-0.021472
0.025120797,-0.0267
0.025160798,-0.018755
0.025200799,-0.010709
0.025240801,-0.005438
0.025280802,0.008333
0.025320803,0.012869
0.025360805,-0.010472
0.025400806,-0.032449
0.025440807,-0.023536
0.025480808,-0.008373
0.02552081,0.000277
0.025560811,0.020764
0.025600812,0.033529
0.025640813,0.037715
0.025680815,0.031187
0.025720816,0.020858
0.025760817,0.003803
0.025800819,-0.034694
0.02584082,-0.062924
0.025880821,-0.057444
0.025920822,-0.051777
0.025960824,-0.030157
0.026000825,0.004179
0.026040826,0.032991
0.026080827,0.059656
0.026120829,0.064771
0.02616083,0.061966
0.026200831,0.033757
0.026240832,-0.003761
0.026280834,-0.032139
0.026320835,-0.049472
0.026360836,-0.055647
0.026400838,-0.044023
0.026440839,-0.013907
0.02648084,0.016596
0.026520841,0.036076
0.026560843,0.049362
0.026600844,0.047524
0.026640845,0.019387
0.026680846,-0.011072
0.026720848,-0.0354
0.026760849,-0.050193
0.02680085,-0.051637
0.026840852,-0.037472
0.026880853,-0.008257
0.026920854,0.019249
0.026960855,0.041677
0.027000857,0.057816
0.027040858,0.05558
0.027080859,0.033482
0.02712086,0.005794
0.027160862,-0.017919
0.027200863,-0.033392
0.027240864,-0.039551
0.027280865,-0.033593
0.027320867,-0.021622
0.027360868,-0.010236
0.027400869,0.005689
0.027440871,0.020384
0.027480872,0.023774
0.027520873,0.014072
0.027560874,0.003099
0.027600876,-0.001206
0.027640877,-3.22E-05
0.027680878,0.006147
0.027720879,0.012985
0.027760881,0.012656
0.027800882,0.009267
0.027840883,0.006301
0.027880885,-0.000521
0.027920886,-0.01779
0.027960887,-0.039135
0.028000888,-0.050083
0.02804089,-0.044323
0.028080891,-0.022764
0.028120892,0.008789
0.028160893,0.041806
0.028200895,0.063313
0.028240896,0.073496
0.028280897,0.060756
0.028320898,0.032592
0.0283609,-0.008719
0.028400901,-0.047951
0.028440902,-0.073301
0.028480904,-0.087619
0.028520905,-0.072362
0.028560906,-0.033806
0.028600907,0.004039
0.028640909,0.049934
0.02868091,0.078478
0.028720911,0.080366
0.028760912,0.056143
0.028800914,0.030409
0.028840915,-0.005594
0.028880916,-0.042508
0.028920918,-0.061617
0.028960919,-0.0574
0.02900092,-0.036652
0.029040921,-0.016177
0.029080923,0.008098
0.029120924,0.029849
0.029160925,0.02568
0.029200926,0.007663
0.029240928,-0.001455
0.029280929,-0.006019
0.02932093,-0.014812
0.029360931,-0.012384
0.029400933,-0.004324
0.029440934,0.008609
0.029480935,0.016922
0.029520937,0.021455
0.029560938,0.022666
0.029600939,0.006887
0.02964094,-0.011468
0.029680942,-0.014751
0.029720943,-0.013466
0.029760944,-0.013474
0.029800945,-0.010184
0.029840947,0.000957
0.029880948,0.014045
0.029920949,0.017644
0.029960951,0.021385
0.030000952,0.018193
0.030040953,-0.003529
0.030080954,-0.020369
0.030120956,-0.024488
0.030160957,-0.024616
0.030200958,-0.021363
0.030240959,-0.00563
0.030280961,0.016386
0.030320962,0.028202
0.030360963,0.03738
0.030400964,0.045477
0.030440966,0.029229
0.030480967,-0.005099
0.030520968,-0.036053
0.03056097,-0.055397
0.030600971,-0.062022
0.030640972,-0.051331
0.030680973,-0.020034
0.030720975,0.019154
0.030760976,0.050693
0.030800977,0.079318
0.030840978,0.088375
0.03088098,0.064018
0.030920981,0.02025
0.030960982,-0.02296
0.031000984,-0.056965
0.031040985,-0.074941
0.031080986,-0.086603
0.031120987,-0.059915
0.031160989,-0.019714
0.03120099,0.006106
0.031240991,0.046672
0.031280992,0.070289
0.031320994,0.048908
0.031360995,0.024974
0.031400996,0.009504
0.031440997,-0.001126
0.031480999,-0.017901
0.031521,-0.022019
0.031561001,-0.014196
0.031601003,-0.00537
0.031641004,0.000819
0.031681005,0.015033
0.031721006,0.011992
0.031761008,-0.013057
0.031801009,-0.035779
0.03184101,-0.024705
0.031881011,-0.004379
0.031921013,0.004722
0.031961014,0.025807
0.032001015,0.040495
0.032041016,0.03945
0.032081018,0.02753
0.032121019,0.020847
0.03216102,0.002383
0.032201022,-0.041401
0.032241023,-0.065293
0.032281024,-0.054952
0.032321025,-0.051046
0.032361027,-0.029995
0.032401028,0.005912
0.032441029,0.032827
0.03248103,0.05396
0.032521032,0.057909
0.032561033,0.059316
0.032601034,0.030901
0.032641036,-0.001775
0.032681037,-0.027429
0.032721038,-0.045583
0.032761039,-0.05167
0.032801041,-0.043751
0.032841042,-0.015041
0.032881043,0.016509
0.032921044,0.032945
0.032961046,0.04667
0.033001047,0.047465
0.033041048,0.019673
0.033081049,-0.009178
0.033121051,-0.033591
0.033161052,-0.04919
0.033201053,-0.054443
0.033241055,-0.042385
0.033281056,-0.010072
0.033321057,0.016808
0.033361058,0.038817
0.03340106,0.058436
0.033441061,0.054765
0.033481062,0.032181
0.033521063,0.006021
0.033561065,-0.01674
0.033601066,-0.03383
0.033641067,-0.041992
0.033681069,-0.033836
0.03372107,-0.020691
0.033761071,-0.007822
0.033801072,0.007057
0.033841074,0.022962
0.033881075,0.024573
0.033921076,0.014319
0.033961077,0.004124
0.034001079,0.001145
0.03404108,0.002551
0.034081081,0.005966
0.034121082,0.013583
0.034161084,0.012947
0.034201085,0.007997
0.034241086,0.005788
0.034281088,-0.00045
0.034321089,-0.018549
0.03436109,-0.04009
0.034401091,-0.050283
0.034441093,-0.044092
0.034481094,-0.022827
0.034521095,0.006989
0.034561096,0.03904
0.034601098,0.059704
0.034641099,0.071676
0.0346811,0.06185
0.034721102,0.034045
0.034761103,-0.006423
0.034801104,-0.046474
0.034841105,-0.072607
0.034881107,-0.097578
0.034921108,-0.075352
0.034961109,-0.033571
0.03500111,0.007454
0.035041112,0.049761
0.035081113,0.085755
0.035121114,0.083536
0.035161115,0.064942
0.035201117,0.033045
0.035241118,-0.006053
0.035281119,-0.043761
0.035321121,-0.060076
0.035361122,-0.056268
0.035401123,-0.036022
0.035441124,-0.012611
0.035481126,0.009589
0.035521127,0.029753
0.035561128,0.026502
0.035601129,0.007798
0.035641131,-0.001317
0.035681132,-0.008426
0.035721133,-0.017715
0.035761135,-0.015979
0.035801136,-0.000218
0.035841137,0.012137
0.035881138,0.017704
0.03592114,0.022649
0.035961141,0.023713
0.036001142,0.007037
0.036041143,-0.012194
0.036081145,-0.013397
0.036121146,-0.014201
0.036161147,-0.01473
0.036201148,-0.011366
0.03624115,0.001985
0.036281151,0.014305
0.036321152,0.016687
0.036361154,0.02065
0.036401155,0.015781
0.036441156,-0.003101
0.036481157,-0.019587
0.036521159,-0.023825
0.03656116,-0.024048
0.036601161,-0.022778
0.036641162,-0.007804
0.036681164,0.016013
0.036721165,0.02753
0.036761166,0.036403
0.036801168,0.044053
0.036841169,0.028685
0.03688117,-0.002962
0.036921171,-0.035822
0.036961173,-0.05517
0.037001174,-0.062475
0.037041175,-0.053543
0.037081176,-0.020822
0.037121178,0.019251
0.037161179,0.052092
0.03720118,0.080715
0.037241181,0.089669
0.037281183,0.06603
0.037321184,0.021147
0.037361185,-0.022807
0.037401187,-0.05626
0.037441188,-0.075174
0.037481189,-0.089924
0.03752119,-0.060964
0.037561192,-0.022248
0.037601193,0.008958
0.037641194,0.046321
0.037681195,0.071262
0.037721197,0.048692
0.037761198,0.023929
0.037801199,0.007698
0.037841201,-0.002659
0.037881202,-0.01912
0.037921203,-0.021559
0.037961204,-0.01491
0.038001206,-0.005437
0.038041207,0.000792
0.038081208,0.013601
0.038121209,0.012883
0.038161211,-0.013546
0.038201212,-0.037133
0.038241213,-0.025962
0.038281214,-0.005034
0.038321216,0.006169
0.038361217,0.025705
0.038401218,0.040754
0.03844122,0.038867
0.038481221,0.027612
0.038521222,0.021025
0.038561223,0.0031
0.038601225,-0.039413
0.038641226,-0.065999
0.038681227,-0.055186
0.038721228,-0.050675
0.03876123,-0.02981
0.038801231,0.006064
0.038841232,0.031938
0.038881234,0.052701
0.038921235,0.057505
0.038961236,0.058404
0.039001237,0.032197
0.039041239,-0.000596
0.03908124,-0.027077
0.039121241,-0.044577
0.039161242,-0.051592
0.039201244,-0.042793
0.039241245,-0.014381
0.039281246,0.017543
0.039321247,0.033586
0.039361249,0.046609
0.03940125,0.047616
0.039441251,0.019519
0.039481253,-0.009724
0.039521254,-0.033125
0.039561255,-0.049387
0.039601256,-0.053926
0.039641258,-0.041243
0.039681259,-0.008922
0.03972126,0.018606
0.039761261,0.040644
0.039801263,0.059056
0.039841264,0.054642
0.039881265,0.031377
0.039921266,0.005512
0.039961268,-0.016348
0.040001269,-0.033777
0.04004127,-0.042089
0.040081272,-0.034616
0.040121273,-0.021987
0.040161274,-0.00752
0.040201275,0.005802
0.040241277,0.022387
0.040281278,0.022707
0.040321279,0.013017
0.04036128,0.003791
0.040401282,0.00165
0.040441283,0.003961
0.040481284,0.006794
0.040521286,0.01408
0.040561287,0.013099
0.040601288,0.00821
0.040641289,0.005892
0.040681291,0.000285
0.040721292,-0.018254
0.040761293,-0.040892
0.040801294,-0.050275
0.040841296,-0.042531
0.040881297,-0.022146
0.040921298,0.00729
0.040961299,0.038238
0.041001301,0.058733
0.041041302,0.070023
0.041081303,0.061191
0.041121305,0.034144
0.041161306,-0.00679
0.041201307,-0.047964
0.041241308,-0.072978
0.04128131,-0.090986
0.041321311,-0.070088
0.041361312,-0.028709
0.041401313,0.011979
0.041441315,0.048444
0.041481316,0.082642
0.041521317,0.082892
0.041561319,0.064161
0.04160132,0.026598
0.041641321,-0.004138
0.041681322,-0.043865
0.041721324,-0.061078
0.041761325,-0.054974
0.041801326,-0.035821
0.041841327,-0.007717
0.041881329,0.013571
0.04192133,0.027016
0.041961331,0.0253
0.042001332,0.007182
0.042041334,-0.001954
0.042081335,-0.012753
0.042121336,-0.019005
0.042161338,-0.015515
0.042201339,0.000579
0.04224134,0.01418
0.042281341,0.015212
0.042321343,0.020873
0.042361344,0.020271
0.042401345,0.004221
0.042441346,-0.014833
0.042481348,-0.012802
0.042521349,-0.012049
0.04256135,-0.016351
0.042601352,-0.011299
0.042641353,0.003949
0.042681354,0.013486
0.042721355,0.015864
0.042761357,0.019413
0.042801358,0.01448
0.042841359,-0.001247
0.04288136,-0.017692
0.042921362,-0.020952
0.042961363,-0.020618
0.043001364,-0.021785
0.043041365,-0.007603
0.043081367,0.014656
0.043121368,0.027793
0.043161369,0.036025
0.043201371,0.041954
0.043241372,0.029413
0.043281373,-0.002266
0.043321374,-0.036701
0.043361376,-0.054529
0.043401377,-0.063985
0.043441378,-0.057255
0.043481379,-0.024204
0.043521381,0.017172
0.043561382,0.050739
0.043601383,0.080248
0.043641385,0.090615
0.043681386,0.067236
0.043721387,0.021732
0.043761388,-0.021292
0.04380139,-0.055087
0.043841391,-0.075543
0.043881392,-0.089962
0.043921393,-0.061393
0.043961395,-0.021822
0.044001396,0.010748
0.044041397,0.047831
0.044081398,0.073547
0.0441214,0.050593
0.044161401,0.024069
0.044201402,0.007616
0.044241404,-0.002888
0.044281405,-0.020131
0.044321406,-0.022515
0.044361407,-0.016137
0.044401409,-0.006538
0.04444141,-0.000142
0.044481411,0.012861
0.044521412,0.013927
0.044561414,-0.012764
0.044601415,-0.038243
0.044641416,-0.026629
0.044681418,-0.005617
0.044721419,0.004822
0.04476142,0.025237
0.044801421,0.040173
0.044841423,0.039268
0.044881424,0.028587
0.044921425,0.022942
0.044961426,0.005876
0.045001428,-0.036954
0.045041429,-0.065658
0.04508143,-0.055495
0.045121431,-0.049744
0.045161433,-0.029792
0.045201434,0.00552
0.045241435,0.030618
0.045281437,0.053323
0.045321438,0.057225
0.045361439,0.058091
0.04540144,0.033649
0.045441442,-0.001713
0.045481443,-0.029141
0.045521444,-0.045967
0.045561445,-0.051791
0.045601447,-0.044111
0.045641448,-0.014869
0.045681449,0.016453
0.045721451,0.033145
0.045761452,0.047458
0.045801453,0.04829
0.045841454,0.020394
0.045881456,-0.010759
0.045921457,-0.034619
0.045961458,-0.049945
0.046001459,-0.053962
0.046041461,-0.040313
0.046081462,-0.007026
0.046121463,0.021094
0.046161464,0.042053
0.046201466,0.059838
0.046241467,0.056547
0.046281468,0.032463
0.04632147,0.002988
0.046361471,-0.018634
0.046401472,-0.034638
0.046441473,-0.042319
0.046481475,-0.033798
0.046521476,-0.021097
0.046561477,-0.006433
0.046601478,0.004184
0.04664148,0.021832
0.046681481,0.021879
0.046721482,0.012563
0.046761484,0.001586
0.046801485,0.000408
0.046841486,0.003903
0.046881487,0.007654
0.046921489,0.015401
0.04696149,0.013906
0.047001491,0.009157
0.047041492,0.005499
0.047081494,0.000516
0.047121495,-0.018268
0.047161496,-0.042374
0.047201497,-0.050882
0.047241499,-0.042849
0.0472815,-0.02101
0.047321501,0.008362
0.047361503,0.038904
0.047401504,0.059146
0.047441505,0.068751
0.047481506,0.060408
0.047521508,0.034045
0.047561509,-0.007712
0.04760151,-0.049533
0.047641511,-0.073469
0.047681513,-0.091773
0.047721514,-0.069546
0.047761515,-0.029941
0.047801516,0.014583
0.047841518,0.047332
0.047881519,0.081933
0.04792152,0.083207
0.047961522,0.064587
0.048001523,0.026578
0.048041524,-0.002271
0.048081525,-0.04309
0.048121527,-0.059716
0.048161528,-0.054311
0.048201529,-0.035687
0.04824153,-0.006945
0.048281532,0.012156
0.048321533,0.025317
0.048361534,0.024033
0.048401536,0.006947
0.048441537,-0.002693
0.048481538,-0.01378
0.048521539,-0.019445
0.048561541,-0.016023
0.048601542,-0.000912
0.048641543,0.012847
