time, accel 1, accel 2, accel 3, accel 4, accel top, accel bottom 
time - seconds (computed after test), deacceleration - kg, deacceleration - kg, deacceleration - kg, deacceleration - kg, deacceleration - kg, deacceleration - kg
6.039999999999999362e-04,2.060028108833985350e+00,9.562169328849021710e+00,8.066336725655290252e+00,7.185385937864418260e+00,6.705808971559018339e+00,0.000000000000000000e+00
6.059999999999998764e-04,-3.289858911651999951e-01,8.400519328849499701e+00,7.912436725655400238e+00,7.373685937864400408e+00,6.628256971559199684e+00,0.000000000000000000e+00
6.079999999999998166e-04,-3.079479891164162986e+00,7.995569328849660096e+00,6.586016725656150150e+00,6.047185937865192429e+00,5.520056971559911929e+00,0.000000000000000000e+00
6.099999999999998652e-04,-6.032611891165724494e+00,6.030269328849088950e+00,4.145066725655294881e+00,3.895511937864329699e+00,3.438736971559217537e+00,0.000000000000000000e+00
6.119999999999999139e-04,-7.871291891165063781e+00,4.909219328849537156e+00,4.482782725655274803e+00,4.191009937864300205e+00,4.169200971559050117e+00,0.000000000000000000e+00
6.139999999999998541e-04,-7.290891891165724559e+00,6.053719328848922387e+00,5.578478725655107162e+00,5.333612937863999370e+00,5.199848971558934885e+00,0.000000000000000000e+00
6.159999999999997942e-04,-5.360931891165125585e+00,6.194419328849414264e+00,5.554088725655383030e+00,5.322664937864387547e+00,5.292408971559173558e+00,0.000000000000000000e+00
6.179999999999998429e-04,-4.152651891165426434e+00,4.340109328849959702e+00,4.760456725655676458e+00,4.823599937864565312e+00,4.709536971559347585e+00,0.000000000000000000e+00
6.199999999999998915e-04,-2.834323891164623799e+00,2.962674328849258742e+00,2.989334725655028002e+00,2.857978937863770774e+00,3.206088971558397560e+00,0.000000000000000000e+00
6.219999999999998317e-04,-7.655118911653284730e-01,2.124644328849550678e+00,1.912400725655454714e+00,1.098108937864485934e+00,7.520313715593323067e-01,0.000000000000000000e+00
6.239999999999997719e-04,2.262656108833648538e+00,5.220643288501561896e-01,3.589185256560648574e-01,-2.633756621350550886e-01,-1.004079028440226784e+00,0.000000000000000000e+00
6.259999999999998205e-04,3.949976108834813537e+00,-7.443656711507700141e-01,-1.029459274344749042e+00,-1.524175062135685543e+00,-1.919663028440843133e+00,0.000000000000000000e+00
6.279999999999998691e-04,3.881184108834824009e+00,-2.690910671150258171e+00,-2.080125274344471364e+00,-1.937875062135567372e+00,-2.164815028440775446e+00,0.000000000000000000e+00
6.299999999999998093e-04,4.626668108834229187e+00,-4.021440671150093848e+00,-2.669253274344537630e+00,-1.747440062135875660e+00,-1.817095028441173543e+00,0.000000000000000000e+00
6.319999999999997495e-04,6.671708108834905282e+00,-3.525815671150461572e+00,-1.340907274344520950e+00,-4.144090621355319137e-01,-5.948788440705884972e-03,0.000000000000000000e+00
6.339999999999997981e-04,8.202668108834497929e+00,-2.942630671150622046e+00,-1.326428743448593295e-01,6.822235378641461345e-01,1.505008971558851716e+00,0.000000000000000000e+00
6.359999999999998467e-04,8.474108108834732533e+00,-2.279710671150103618e+00,-1.125147274345176029e+00,4.306851786367664470e-02,1.249848971558705335e+00,0.000000000000000000e+00
6.379999999999997869e-04,8.111388108834828969e+00,-8.975856711505837415e-01,-2.369061274344560708e+00,-2.132685062135484699e+00,-3.836878284407052586e-01,0.000000000000000000e+00
6.399999999999997271e-04,7.598548108835029957e+00,4.610873288489522603e-01,-1.524777274345119116e+00,-3.056398062135423199e+00,-2.167319028440003681e+00,0.000000000000000000e+00
6.419999999999997757e-04,5.957508108834428384e+00,1.613379328849717131e+00,7.829367256560273436e-01,-9.528770621348694458e-01,-1.784575028440128719e+00,0.000000000000000000e+00
6.439999999999998243e-04,3.964988108835076908e+00,3.037719328849254108e+00,4.722932725654745312e+00,3.994008937863521069e+00,2.945920971558332546e+00,0.000000000000000000e+00
6.459999999999997645e-04,2.854280108835342666e+00,4.224409328848910405e+00,7.495916725654173440e+00,8.623535937862214951e+00,7.829016971556784554e+00,0.000000000000000000e+00
6.479999999999997047e-04,1.732320108834799921e+00,5.584669328849500403e+00,8.244536725655400744e+00,1.072920593786439980e+01,1.031307297155919933e+01,0.000000000000000000e+00
6.499999999999997533e-04,1.272028108834817095e+00,6.841719328849170445e+00,7.040036725655885341e+00,9.591005937865070052e+00,9.947872971559517552e+00,0.000000000000000000e+00
6.519999999999998019e-04,1.327064108834461686e+00,6.763519328849299406e+00,5.373974725655023654e+00,6.541875937863471435e+00,7.934088971558314718e+00,0.000000000000000000e+00
6.539999999999997421e-04,-9.133549116502770460e-02,6.011469328849582183e+00,4.053134725655535675e+00,3.287001937864734380e+00,4.296776971559634006e+00,0.000000000000000000e+00
6.559999999999996823e-04,-8.030358911650340437e-01,5.193769328849908717e+00,3.000590725655805091e+00,1.783233937864789231e+00,1.490000971560083043e+00,0.000000000000000000e+00
6.579999999999997309e-04,-1.423427891165250481e+00,3.716274328849376030e+00,2.000582725655340788e+00,1.260088937864366709e+00,1.032208971559113175e+00,0.000000000000000000e+00
6.599999999999997796e-04,-1.349631891165299802e+00,2.846974328849596780e+00,1.788572725655380502e+00,1.157209937864383642e+00,3.968065715592764553e-01,0.000000000000000000e+00
6.619999999999997197e-04,1.650773088340311556e-01,2.584309328849632159e+00,1.741670725655513952e+00,1.036823937864537637e+00,5.844249715590861260e-01,0.000000000000000000e+00
6.639999999999996599e-04,4.202401088348000080e-01,2.082429328849499939e+00,1.525910725655400091e+00,1.104681937864399943e+00,9.521609715591999867e-01,0.000000000000000000e+00
6.659999999999997086e-04,-1.976526911649851559e-01,1.774419328849561106e+00,1.418966725655423033e+00,9.317539378644740244e-01,1.214824971559209876e+00,0.000000000000000000e+00
6.679999999999997572e-04,-1.450947891165745851e+00,1.555529328849320381e+00,1.088756725655254609e+00,1.150643937864245681e+00,1.062224971559094344e+00,0.000000000000000000e+00
6.699999999999996974e-04,-3.283359891165021249e+00,6.815393288496175428e-01,3.157665256555094446e-01,1.262464378645604679e-01,2.016825715593443258e-01,0.000000000000000000e+00
6.719999999999996376e-04,-3.856219891165172164e+00,-2.424831711501506670e-01,-8.193272743441953887e-01,-1.657700062134843888e+00,-1.782071028439864868e+00,0.000000000000000000e+00
6.739999999999996862e-04,-1.741131891164971801e+00,-2.768801711505515240e-01,1.806807256554952001e-01,-6.551866621353692466e-01,-1.429351028440559057e+00,0.000000000000000000e+00
6.759999999999997348e-04,-5.381149116547501166e-02,-6.927706711504226789e-01,5.502897256554301064e-01,7.982359378642309711e-01,4.493393715588669957e-01,0.000000000000000000e+00
6.779999999999996750e-04,1.143196108834082292e+00,4.689048288485918037e-01,5.090139256553150027e-01,3.298127378647158769e-01,8.410817155965644165e-02,0.000000000000000000e+00
6.799999999999996152e-04,1.043132108834826210e+00,7.550243288495124272e-01,1.062488725655360566e+00,1.605930937864294306e+00,9.771769715591026584e-01,0.000000000000000000e+00
6.819999999999996638e-04,2.401245088351436352e-01,4.001113288495866671e-01,1.492136725655342833e+00,2.695998937864210632e+00,3.338672971558453995e+00,0.000000000000000000e+00
6.839999999999997124e-04,-1.290843891165630142e+00,8.428632884927217406e-02,1.327034725655234837e+00,2.509945937864186405e+00,3.371192971559005880e+00,0.000000000000000000e+00
6.859999999999996526e-04,-3.158279891164915476e+00,-1.405720671150186174e+00,-9.511887434426147259e-02,8.814099378647695104e-01,2.318024971559396796e+00,0.000000000000000000e+00
6.879999999999995928e-04,-3.804939891165060928e+00,-3.022370671149946286e+00,-1.536033274344178912e+00,-1.099527062134933564e+00,5.408929156030817254e-02,0.000000000000000000e+00
6.899999999999996414e-04,-3.408435891165172649e+00,-2.143690671150412896e+00,-1.320273274344606174e+00,-2.677534621355990296e-01,-4.162086284407913173e-01,0.000000000000000000e+00
6.919999999999996900e-04,-3.195803891165182709e+00,-7.803256711507428056e-01,-1.898139274344374572e+00,-1.119232062135226968e+00,-7.589262284406166348e-01,0.000000000000000000e+00
6.939999999999996302e-04,-4.256491891164433383e+00,3.581802884890517014e-02,-2.476005274344682761e+00,-2.828751062134785332e+00,-2.384959028440012396e+00,0.000000000000000000e+00
6.959999999999995704e-04,-4.938171891165177740e+00,9.270093288494752892e-01,-4.947470743447166530e-01,-2.303415062135666602e+00,-2.685143028440789781e+00,0.000000000000000000e+00
6.979999999999996190e-04,-5.179571891165084985e+00,-1.408566711500015556e-01,-2.058140743444376586e-01,-1.103909062135882468e+00,-1.994711028441179756e+00,0.000000000000000000e+00
6.999999999999996676e-04,-6.085131891165408646e+00,-1.397900671150662300e+00,-9.562892743447141131e-01,-1.456317062135682683e+00,-1.714535028441017239e+00,0.000000000000000000e+00
7.019999999999996078e-04,-7.305931891165010406e+00,-1.940435671150485764e+00,-1.650477274344488210e+00,-2.064827062135484503e+00,-2.855255028440646381e+00,0.000000000000000000e+00
7.039999999999995480e-04,-6.861891891165787349e+00,-2.090530671150174324e+00,-2.599833274343855471e+00,-3.594859062134593497e+00,-3.480647028440336577e+00,0.000000000000000000e+00
7.059999999999995966e-04,-4.322771891165194447e+00,-3.202170671150510906e+00,-4.395345274344577113e+00,-5.203697062135586471e+00,-4.751455028440843442e+00,0.000000000000000000e+00
7.079999999999996452e-04,-4.888131891164865017e+00,-3.350705671150475684e+00,-3.920667274344743269e+00,-4.783431062135762524e+00,-5.331823028440701329e+00,0.000000000000000000e+00
7.099999999999995854e-04,-4.061371891166093206e+00,-4.148085671149881470e+00,-3.779955274344878546e+00,-4.441964062135904889e+00,-4.806495028441411854e+00,0.000000000000000000e+00
7.119999999999995256e-04,-4.649211891165055732e+00,-5.173730671150394755e+00,-3.292143274344593529e+00,-3.067339062135737926e+00,-3.072895028440981502e+00,0.000000000000000000e+00
7.139999999999995742e-04,-6.195211891164655427e+00,-5.511430671150505667e+00,-5.164581274343703399e+00,-4.312814062134688875e+00,-3.177959028440448197e+00,0.000000000000000000e+00
7.159999999999996229e-04,-6.575451891165371876e+00,-5.211280671150747779e+00,-5.691789274344569272e+00,-5.836280062135599245e+00,-5.454399028441069497e+00,0.000000000000000000e+00
7.179999999999995631e-04,-7.778731891164907708e+00,-6.973330671150065996e+00,-5.536065274344625919e+00,-5.153353062135895613e+00,-5.697055028441053715e+00,0.000000000000000000e+00
7.199999999999995032e-04,-7.903811891165302583e+00,-6.030530671151526079e+00,-4.577337274345096851e+00,-3.616748062136072583e+00,-3.355575028441833307e+00,0.000000000000000000e+00
7.219999999999995519e-04,-9.173331891165199536e+00,-4.612440671150499938e+00,-4.641123274344599814e+00,-4.634583062135599896e+00,-3.715799028440800011e+00,0.000000000000000000e+00
7.239999999999996005e-04,-9.818771891164958632e+00,-6.197830671149902493e+00,-5.907555274344115759e+00,-5.588942062135415334e+00,-5.692055028440281106e+00,0.000000000000000000e+00
7.259999999999995407e-04,-1.065181189116460736e+01,-5.974230671150947636e+00,-6.485403274344411884e+00,-5.558296062135633875e+00,-4.801487028441528970e+00,0.000000000000000000e+00
7.279999999999994809e-04,-1.176125189116501524e+01,-5.109630671150656056e+00,-6.845643274344538121e+00,-5.317517062135597605e+00,-5.106679028440713530e+00,0.000000000000000000e+00
7.299999999999995295e-04,-1.247673189116483883e+01,-4.457655671150630994e+00,-6.524823274344969448e+00,-6.932914062134747368e+00,-5.546959028440529238e+00,0.000000000000000000e+00
7.319999999999995781e-04,-1.384885189116538662e+01,-5.869480671150783202e+00,-5.021991274344644651e+00,-7.688074062135535236e+00,-7.755863028441053686e+00,0.000000000000000000e+00
7.339999999999995183e-04,-1.558497189116481962e+01,-8.503980671149925286e+00,-6.025743274344253386e+00,-7.044564062135749261e+00,-9.289327028440643730e+00,0.000000000000000000e+00
7.359999999999994585e-04,-1.601149189116499372e+01,-1.025978067114971815e+01,-8.401023274342961145e+00,-7.348784062135208295e+00,-7.533223028442110447e+00,0.000000000000000000e+00
7.379999999999995071e-04,-1.661189189116520026e+01,-1.214848067115049979e+01,-1.242354327434460082e+01,-1.075687406213559960e+01,-8.996687028440799594e+00,0.000000000000000000e+00
7.399999999999995557e-04,-1.561997189116557827e+01,-1.303653067115057418e+01,-1.281756327434495546e+01,-1.265030406213532466e+01,-1.162084702844020967e+01,0.000000000000000000e+00
7.419999999999994959e-04,-1.362245189116654487e+01,-1.259563067115037427e+01,-1.242168327434406905e+01,-1.307492406213501823e+01,-1.241884702844006227e+01,0.000000000000000000e+00
7.439999999999994361e-04,-1.183129189116551849e+01,-1.542558067114996945e+01,-1.666938327434382217e+01,-1.683329406213483992e+01,-1.601860702844007278e+01,0.000000000000000000e+00
7.459999999999994847e-04,-9.392251891166310429e+00,-1.697188067115021681e+01,-1.843488327434430474e+01,-2.015164406213444792e+01,-2.016372702843914055e+01,0.000000000000000000e+00
7.479999999999995333e-04,-1.005641189116514234e+01,-1.725173067115063574e+01,-1.938240327434478161e+01,-2.128767406213566815e+01,-2.171220702844092543e+01,0.000000000000000000e+00
7.499999999999994735e-04,-8.451651891165928632e+00,-1.798658067115044190e+01,-2.069946327434433542e+01,-2.156347406213561868e+01,-2.226260702844081507e+01,0.000000000000000000e+00
7.519999999999994137e-04,-8.424131891164403640e+00,-1.595403067115211471e+01,-1.939362327434600886e+01,-2.090246406213628205e+01,-2.096676702844158413e+01,0.000000000000000000e+00
7.539999999999994623e-04,-8.365331891165258327e+00,-1.468918067115052928e+01,-1.622850327434476014e+01,-1.765194406213579370e+01,-1.965844702844089653e+01,0.000000000000000000e+00
7.559999999999995109e-04,-6.255251891165877431e+00,-1.492528067115050838e+01,-1.380822327434550267e+01,-1.451741406213671937e+01,-1.573092702844250823e+01,0.000000000000000000e+00
7.579999999999994511e-04,-5.594811891165024420e+00,-1.367133067115021916e+01,-1.190760327434430188e+01,-1.230226406213530055e+01,-1.242380702844060991e+01,0.000000000000000000e+00
7.599999999999993913e-04,-4.347771891165506553e+00,-1.161218067115101782e+01,-1.043856327434483866e+01,-1.088385406213581419e+01,-1.149572702844094962e+01,0.000000000000000000e+00
7.619999999999994399e-04,-3.392175891165714940e+00,-1.017533067115082446e+01,-1.073124327434425496e+01,-1.152519406213511921e+01,-1.127812702844081372e+01,0.000000000000000000e+00
7.639999999999994885e-04,-6.141678911650482187e-01,-1.081793067115041929e+01,-1.177254327434451753e+01,-1.171125406213544728e+01,-1.155580702844076768e+01,0.000000000000000000e+00
7.659999999999994287e-04,1.146948108834604074e+00,-8.516480671151345661e+00,-9.232143274345570916e+00,-8.244084062136721514e+00,-9.944767028441512835e+00,0.000000000000000000e+00
7.679999999999993689e-04,5.240561088351547436e-01,-7.156230671150533240e+00,-6.579243274345713210e+00,-6.731538062135833833e+00,-7.060423028442264659e+00,0.000000000000000000e+00
7.699999999999994175e-04,1.678536108834708163e+00,-8.744730671150437118e+00,-7.449783274344535577e+00,-6.970126062135610034e+00,-6.927839028440796909e+00,0.000000000000000000e+00
7.719999999999994662e-04,2.527824108834674899e+00,-6.868580671151427453e+00,-6.173943274345464083e+00,-5.116141062136517093e+00,-5.231759028441643089e+00,0.000000000000000000e+00
7.739999999999994064e-04,2.871792108834890556e+00,-6.438580671150374357e+00,-4.611105274344555305e+00,-3.726193062135522371e+00,-3.090407028440791848e+00,0.000000000000000000e+00
7.759999999999993466e-04,3.672300108834574139e+00,-4.568660671151143937e+00,-3.620475274344969741e+00,-2.568274062135998737e+00,-2.907791028440868342e+00,0.000000000000000000e+00
7.779999999999993952e-04,5.187028108833831475e+00,-9.788856711523530318e-01,-7.292732743461949330e-01,-1.998982621367746404e-01,-6.638654284422047525e-01,0.000000000000000000e+00
7.799999999999994438e-04,7.553508108834833479e+00,2.032394328849591147e+00,8.335947256553910556e-01,1.084976937864426949e+00,1.122264971559226554e+00,0.000000000000000000e+00
7.819999999999993840e-04,7.586028108834981687e+00,2.868864328849500822e+00,9.123927256552950560e-01,1.715375937864150879e+00,1.805200971558915013e+00,0.000000000000000000e+00
7.839999999999993242e-04,5.684828108836520677e+00,2.074609328850046452e+00,2.981828725653572931e+00,3.330779937862956341e+00,3.591328971557747440e+00,0.000000000000000000e+00
7.859999999999993728e-04,3.118200108835024409e+00,2.954854328849345624e+00,4.951832725655252787e+00,5.631301937864178875e+00,5.880280971558987879e+00,0.000000000000000000e+00
7.879999999999994214e-04,3.668548108834366328e+00,3.559929328849520402e+00,4.225742725656020049e+00,5.640051937864698495e+00,6.250520971559195615e+00,0.000000000000000000e+00
7.899999999999994700e-04,2.849280108834570058e+00,2.040214328849496273e+00,2.548430725655326246e+00,3.357043937864144123e+00,5.282400971558853797e+00,0.000000000000000000e+00
7.919999999999993018e-04,1.519684108835137604e+00,2.740659328849114562e+00,2.150678725655492229e+00,2.310753937864541196e+00,3.193576971559754618e+00,0.000000000000000000e+00
7.939999999999993504e-04,1.963469088356122327e-01,5.644069328847692191e+00,3.163820725654360899e+00,2.474924937864188657e+00,1.907760971559723462e+00,0.000000000000000000e+00
7.959999999999993990e-04,-2.293979891165200069e+00,8.542769328849500354e+00,6.752996725655400212e+00,5.092833937864400085e+00,3.211088971559199923e+00,0.000000000000000000e+00
7.979999999999994476e-04,-5.528531891164357503e+00,6.963669328850127904e+00,7.601036725655387905e+00,6.994978937864164692e+00,6.280536971558482229e+00,0.000000000000000000e+00
7.999999999999992794e-04,-6.436611891165306076e+00,5.475219328850220002e+00,5.923694725656999616e+00,5.637867937865649992e+00,6.207992971559940898e+00,0.000000000000000000e+00
8.019999999999993280e-04,-3.150775891165833009e+00,4.726294328849680149e+00,3.569078725655728590e+00,3.860490937864673455e+00,3.746432971559616742e+00,0.000000000000000000e+00
8.039999999999993766e-04,-6.166678911659344564e-01,2.785999328850238932e+00,1.993076725656068859e+00,2.700380937864851560e+00,2.140408971559666362e+00,0.000000000000000000e+00
8.059999999999994252e-04,-4.215438911649228571e-01,1.769729328849352745e+00,1.323278725655439914e+00,1.203178937864276987e+00,1.447472971559004895e+00,0.000000000000000000e+00
8.079999999999992570e-04,3.138212108833563274e+00,9.004293288496034720e-01,2.118782725655068422e+00,9.602089378642244544e-01,1.156233155949015767e-02,0.000000000000000000e+00
8.099999999999993056e-04,6.268948108833682475e+00,1.344459328849317181e+00,2.728544725655254410e+00,2.538400937863606543e+00,1.572552971557926060e+00,0.000000000000000000e+00
8.119999999999993542e-04,5.165748108834799623e+00,-1.049245671150500048e+00,1.223840725655400030e+00,2.569046937864400082e+00,3.238608971559199912e+00,0.000000000000000000e+00
8.139999999999994029e-04,7.990028108833415743e+00,-5.710030671149071146e+00,-2.421591274343299016e+00,1.087167937865168854e+00,3.398712971559391782e+00,0.000000000000000000e+00
8.159999999999992346e-04,1.161362810883267116e+01,-5.700630671151544426e+00,-5.462895274342853824e+00,-4.023882062131400872e+00,-9.915750284365854039e-01,0.000000000000000000e+00
8.179999999999992832e-04,1.337598810883447698e+01,-3.388225671150894680e+00,-6.080163274344568158e+00,-7.506424062135224062e+00,-6.329959028440026891e+00,0.000000000000000000e+00
8.199999999999993319e-04,1.543730810883402249e+01,-1.061750671151517667e+00,-4.320297274345739069e+00,-6.477627062136471103e+00,-7.213015028440944221e+00,0.000000000000000000e+00
8.219999999999993805e-04,1.604646810883496855e+01,-1.768166711506783395e-01,-1.018203274344327669e+00,-3.067339062135115757e+00,-5.196735028440383708e+00,0.000000000000000000e+00
8.239999999999992122e-04,1.784010810883413356e+01,-1.422920671150224470e+00,6.684927256551193020e-01,9.208129378632581297e-01,-8.139590284424014222e-01,0.000000000000000000e+00
8.259999999999992609e-04,1.615654810883691894e+01,4.482389328844138099e+00,-2.939948743440483070e-01,1.999932937864385751e+00,2.665744971557299170e+00,0.000000000000000000e+00
8.279999999999993095e-04,1.439162810883478727e+01,9.709169328849355907e+00,5.349584725654932704e+00,2.037144937864333372e+00,2.825848971559247857e+00,0.000000000000000000e+00
8.299999999999993581e-04,1.823286810883347187e+01,7.227869328850597519e+00,1.254101672565384007e+01,9.400535937861384639e+00,4.571952971557644574e+00,0.000000000000000000e+00
8.319999999999991899e-04,1.411270810884030524e+01,1.202001932884374291e+01,9.220136725658223398e+00,9.967465937865892300e+00,9.880352971556442654e+00,0.000000000000000000e+00
8.339999999999992385e-04,6.222668108836288070e+00,1.886186932884842449e+01,1.482245672565349892e+01,1.224834593786317605e+01,7.966608971559596242e+00,0.000000000000000000e+00
8.359999999999992871e-04,1.992484108836523271e+00,1.704976932885105256e+01,2.115089672565365575e+01,2.226471593785989711e+01,1.704235297155313944e+01,0.000000000000000000e+00
8.379999999999993357e-04,2.151089088347578060e-01,1.761421932884960029e+01,1.817339672565533348e+01,2.157304593786417257e+01,2.468979297155899744e+01,0.000000000000000000e+00
8.399999999999991675e-04,3.089181088344858939e-01,1.856636932884947910e+01,1.746791672565546349e+01,1.804014593786533283e+01,1.985667297156112809e+01,0.000000000000000000e+00
8.419999999999992161e-04,2.432764108833498362e+00,1.977811932884802104e+01,2.024285672565255823e+01,2.011305593786149970e+01,1.717243297155971504e+01,0.000000000000000000e+00
8.439999999999992647e-04,5.628548108834580788e+00,2.322566932884935653e+01,2.541179672565518288e+01,2.663817593786411209e+01,2.374419297155874276e+01,0.000000000000000000e+00
8.459999999999993133e-04,1.077430810883283563e+01,1.854446932885229415e+01,2.197457672565777997e+01,2.314027593786688897e+01,2.607563297155965287e+01,0.000000000000000000e+00
8.479999999999991451e-04,1.170242810883568119e+01,1.165256932885420404e+01,1.358417672566205425e+01,1.529747593786996340e+01,1.852579297156595572e+01,0.000000000000000000e+00
8.499999999999991937e-04,4.544108108836677040e+00,3.573999328851447110e+00,4.970594725657196733e+00,6.266075937866513179e+00,1.154635297156089280e+01,0.000000000000000000e+00
8.519999999999992423e-04,-2.514366911638602486e-01,-1.816920671148848587e+00,1.355174725656236090e+00,1.327946937865762234e+00,2.708272971563371545e+00,0.000000000000000000e+00
8.539999999999992909e-04,1.813373088348305129e-01,-2.987691711503513425e-01,4.683536725655505606e+00,4.998711937864593224e+00,3.038480971559403443e+00,0.000000000000000000e+00
8.559999999999991227e-04,-1.438686911647397704e-01,1.155279328849437182e+00,4.918058725655961361e+00,7.402105937863932006e+00,7.176104971557483836e+00,0.000000000000000000e+00
8.579999999999991713e-04,-3.758659891162266398e+00,-1.277515671149186627e+00,-3.671666743406785116e-01,1.728514937869539914e+00,7.949096971560994263e+00,0.000000000000000000e+00
8.599999999999992199e-04,-4.585451891165328142e+00,5.514269328848469875e+00,2.255744725654739824e+00,1.284168937864093474e+00,9.171369715598451933e-01,0.000000000000000000e+00
8.619999999999992685e-04,1.907432108831506046e+00,1.001716932884897560e+01,5.814878725655357350e+00,4.957117937863634971e+00,4.571952971556624057e+00,0.000000000000000000e+00
8.639999999999991003e-04,4.341468108835086603e+00,5.848869328853146143e+00,1.000574725658588626e+00,4.480126378676643206e-01,3.318656971563020530e+00,0.000000000000000000e+00
8.659999999999991489e-04,5.290561088356828812e-01,5.142169328849149679e+00,2.569070725654557741e+00,2.161912937863629036e+00,1.094744971559260982e+00,0.000000000000000000e+00
8.679999999999991975e-04,5.128228108831068610e+00,5.467369328850683274e+00,6.668516725653998556e+00,5.742930937863234497e+00,4.089144971557117536e+00,0.000000000000000000e+00
8.699999999999992462e-04,9.644868108834799614e+00,4.016748288495000097e-01,1.514648725655399986e+00,2.838458378643999858e-01,1.977808971559199991e+00,0.000000000000000000e+00
8.719999999999990779e-04,9.903748108834827590e+00,-2.450130671149549855e+00,-1.900011274343718526e+00,-1.793409062135349341e+00,-2.369943028439759569e+00,0.000000000000000000e+00
8.739999999999991265e-04,9.512268108835632674e+00,-5.391080671148268166e+00,-4.325925274342456106e+00,-5.694005062132116990e+00,-3.560703028438938489e+00,0.000000000000000000e+00
8.759999999999991752e-04,6.909348108834955760e+00,-2.586155671151179281e+00,-4.297785274344899875e+00,-2.664587062136347662e+00,-6.665167028440727393e+00,0.000000000000000000e+00
8.779999999999992238e-04,9.334668108833858113e+00,2.879809328848462524e+00,9.480447256539304979e-01,2.781363937863515545e+00,1.892752971555213826e+00,0.000000000000000000e+00
8.799999999999990555e-04,5.048188108840248489e+00,1.106809328850788310e+00,4.752423256553023334e-01,-8.412410621331170013e-01,5.794225715633314344e-01,0.000000000000000000e+00
8.819999999999991042e-04,-8.383069116436181467e-02,2.154349328848978562e+00,1.066244725655443704e+00,-1.692721062135213117e+00,-1.987207028440549195e+00,0.000000000000000000e+00
8.839999999999991528e-04,1.804868108833057594e+00,6.274169328846745941e+00,3.347690725652841870e+00,2.713512937859654528e+00,-2.299903028441498076e+00,0.000000000000000000e+00
8.859999999999992014e-04,4.581628108834800095e+00,1.149776932884950043e+01,1.217891672565539984e+01,1.297067593786439943e+01,8.476912971559199761e+00,0.000000000000000000e+00
8.879999999999990332e-04,5.946228108833688353e+00,1.493281932884865348e+01,1.610765672565439033e+01,1.651225593786298518e+01,1.339003297155806571e+01,0.000000000000000000e+00
8.899999999999990818e-04,1.009014810883257951e+01,9.121269328855209579e+00,1.272113672565948939e+01,1.573525593786756005e+01,1.824315297155517968e+01,0.000000000000000000e+00
8.919999999999991304e-04,5.215788108835948123e+00,8.125319328849240463e+00,8.790536725655741179e+00,9.080985937865168722e+00,1.242947297156066355e+01,0.000000000000000000e+00
8.939999999999991790e-04,-5.441238911630581487e-01,5.798869328851843363e+00,6.139436725657462901e+00,5.622544937866694070e+00,8.071632971560552150e+00,0.000000000000000000e+00
8.959999999999990108e-04,-3.484735891162444421e+00,1.832269328851154455e+00,7.998207256586122860e-01,5.333790378672289556e-01,2.573184971564689505e+00,0.000000000000000000e+00
8.979999999999990594e-04,-7.068251891164202938e+00,1.463284328849879579e+00,1.221962725655321824e+00,1.649708937864132530e+00,2.200448971558536027e+00,0.000000000000000000e+00
8.999999999999991080e-04,-8.081411891164631101e+00,1.715009328848145387e+00,6.928827256554415115e-01,-4.231646621344636872e-01,1.129768971561175617e+00,0.000000000000000000e+00
9.019999999999991566e-04,-9.052011891165165025e+00,5.667519328849322413e+00,4.906802725655138531e+00,4.464618937864034187e+00,4.568441715590963459e-01,0.000000000000000000e+00
9.039999999999989884e-04,-8.965731891165377831e+00,6.605619328849341443e+00,7.835516725654437131e+00,8.264505937863361851e+00,7.013504971556024259e+00,0.000000000000000000e+00
9.059999999999990370e-04,-6.995731891167130456e+00,4.976449328851543896e+00,5.858030725658000648e+00,6.419298937866762422e+00,9.067312971558695978e+00,0.000000000000000000e+00
9.079999999999990856e-04,-4.620451891165596514e+00,6.158743288503067959e-01,1.037571256565721356e-01,-7.230390621339948254e-01,4.269264971560738253e+00,0.000000000000000000e+00
9.099999999999991342e-04,-5.138291891164806557e+00,-5.583106711499675745e-01,2.744901256544919343e-01,-3.881422621370911319e-01,-1.802087028439069316e+00,0.000000000000000000e+00
9.119999999999989660e-04,-3.425947891167613779e+00,-3.389790671147687284e+00,9.437612565718778157e-02,1.772292937864198059e+00,2.147912971554617023e+00,0.000000000000000000e+00
9.139999999999990146e-04,-8.980958911659209232e-01,-4.126195671150498789e+00,-3.832485274343515158e+00,-3.572970062133689062e+00,2.191937715609197923e-01,0.000000000000000000e+00
9.159999999999990632e-04,-8.580718911647216007e-01,-4.230950671150066178e+00,-2.551053274346067212e+00,-3.548897062136995295e+00,-5.734583028438263952e+00,0.000000000000000000e+00
9.179999999999991118e-04,-2.311491891165122770e+00,-7.615930671150291431e+00,-4.312791274344416337e+00,-3.789676062135479473e+00,-2.820231028440995047e+00,0.000000000000000000e+00
9.199999999999989436e-04,-2.841827891165059849e+00,-9.778230671149948705e+00,-9.903843274341813441e+00,-1.084444406213174084e+01,-5.887175028437929392e+00,0.000000000000000000e+00
9.219999999999989922e-04,-2.382787891165852656e+00,-5.942980671154664662e+00,-8.706843274347813022e+00,-1.121873406213814128e+01,-1.327684702843604470e+01,0.000000000000000000e+00
